host_response_time,host_response_rate,host_is_superhost,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,review_scores_rating,distance_from_syntagma
within an hour,100%,t,37.97393,23.7151,Entire home/apt,4,1.0,2.0,82.0,5.0,1.7442875705347822
within an hour,100%,f,37.98562,23.73065,Entire home/apt,9,2.0,4.0,167.0,5.0,1.1853423670532204
within an hour,96%,f,37.96603,23.73518,Entire home/apt,3,1.0,1.0,73.0,,1.0533019595519812
within an hour,94%,f,38.0041521,23.7330659,Entire home/apt,2,1.0,1.0,49.0,3.0,3.190020006526808
within an hour,100%,f,37.9877481,23.7680474,Entire home/apt,6,1.0,2.0,56.0,,3.208583068261803
within an hour,100%,t,38.0008147,23.731205,Entire home/apt,2,1.0,1.0,53.0,5.0,2.8334308194181332
within an hour,99%,f,37.9812988,23.7214282,Entire home/apt,3,1.0,1.0,63.0,5.0,1.3453680518734197
within an hour,94%,t,37.9846165,23.7366893,Entire home/apt,3,1.0,1.0,60.0,5.0,1.0257677350710397
within an hour,100%,f,37.980572548274445,23.722266492590325,Entire home/apt,2,1.0,1.0,82.0,5.0,1.242694195310338
within an hour,100%,f,37.9847472,23.7142305,Entire home/apt,2,1.0,0.0,48.0,5.0,2.0830776568539258
within an hour,100%,f,37.9847472,23.7142305,Entire home/apt,2,1.0,0.0,50.0,5.0,2.0830776568539258
within an hour,100%,f,37.9785464,23.7548691,Entire home/apt,3,1.0,1.0,77.0,,1.782774650456639
within an hour,100%,f,37.99218929999999,23.76773009999999,Entire home/apt,4,1.0,1.0,71.0,,3.423844920240665
within an hour,100%,f,38.0056393,23.725831,Entire home/apt,4,1.0,1.0,57.0,5.0,3.4442842850189352
within an hour,100%,f,37.9884183,23.734858,Entire home/apt,3,1.0,1.0,103.0,,1.4364541374328197
within an hour,100%,t,38.0046436,23.7267058,Entire home/apt,4,1.0,1.0,45.0,4.67,3.319229240061911
within an hour,99%,f,37.9812988,23.7214282,Entire home/apt,4,1.0,2.0,77.0,,1.3453680518734197
within a few hours,100%,t,37.98773,23.72716,Entire home/apt,2,1.0,1.0,37.0,5.0,1.5197211650020424
within an hour,100%,f,37.9986927,23.716055,Entire home/apt,2,1.0,1.0,60.0,,3.062412637499297
within an hour,100%,t,37.9762073,23.7327316,Entire home/apt,4,1.0,1.0,121.0,5.0,0.20569343644670166
within an hour,100%,f,37.9567,23.72482,Entire home/apt,4,1.0,2.0,57.0,5.0,2.2695533633762137
within an hour,100%,t,37.97638,23.75472,Entire home/apt,4,2.0,2.0,111.0,,1.740007059623422
within an hour,100%,t,37.97235,23.71351,Private room,2,2.0,1.0,64.0,,1.9073546778834816
within an hour,100%,t,37.97712522641798,23.73081228512489,Entire home/apt,2,1.0,1.0,63.0,4.8,0.40128823932172264
within an hour,100%,t,37.9762073,23.7327316,Entire home/apt,4,1.0,1.0,110.0,5.0,0.20569343644670166
within an hour,100%,f,37.98362,23.72499,Private room,3,1.0,1.0,106.0,,1.2528652998323853
within an hour,100%,f,37.98438,23.72538,Private room,4,1.0,1.0,203.0,,1.2927486244958482
within an hour,100%,f,37.98441,23.72649,Private room,3,2.0,1.0,186.0,,1.23487207868682
within an hour,100%,,37.9695,23.70496,Entire home/apt,4,1.0,1.0,56.0,4.75,2.707885376722085
within an hour,98%,t,37.96492,23.72538,Entire home/apt,5,1.0,2.0,143.0,5.0,1.4423660323615712
within an hour,100%,f,38.00592662411635,23.73560953885317,Entire home/apt,1,1.0,1.0,24.0,4.5,3.3838575721005264
within an hour,100%,t,37.96636489999999,23.7275737,Entire home/apt,8,1.5,2.0,154.0,5.0,1.2017612337458843
within a few hours,100%,f,37.96964,23.72483,Entire home/apt,4,1.5,2.0,139.0,4.5,1.0971462155225258
within an hour,100%,t,37.96515,23.72574,Entire home/apt,2,1.0,1.0,60.0,,1.4032903779131263
within an hour,100%,,38.00227,23.72188,Entire home/apt,4,1.0,2.0,41.0,4.83,3.187883800094566
within an hour,100%,,38.00158,23.71988,Entire home/apt,3,1.0,1.0,40.0,5.0,3.1847190207711207
within an hour,100%,t,37.9871019,23.7190953,Entire home/apt,2,1.0,1.0,43.0,5.0,1.8929025162496347
within an hour,100%,t,37.97664790384325,23.730926785730396,Entire home/apt,9,2.0,3.0,199.0,5.0,0.37091195072003336
within an hour,100%,f,38.0108571,23.7259653,Entire home/apt,1,1.0,1.0,40.0,,4.008734177392388
within an hour,100%,f,38.0108571,23.7259653,Entire home/apt,2,1.0,1.0,52.0,,4.008734177392388
within an hour,99%,f,38.01153,23.72228,Entire home/apt,2,1.0,1.0,41.0,5.0,4.156185182812299
within an hour,90%,f,38.0062714726561,23.7249063045008,Entire home/apt,6,2.0,3.0,92.0,,3.531934511657261
within an hour,90%,f,38.00927,23.72366,Entire home/apt,6,1.0,1.0,92.0,5.0,3.8820884994001195
within an hour,99%,f,37.9861041,23.7346222,Entire home/apt,5,1.0,2.0,64.0,5.0,1.1793734786117094
within an hour,100%,f,37.9850935,23.7177731,Entire home/apt,2,1.0,0.0,98.0,,1.8415438319352382
within an hour,99%,f,37.97824600000001,23.7511503,Entire home/apt,3,1.0,1.0,45.0,3.0,1.456706524639605
within an hour,100%,t,37.95819,23.73081,Entire home/apt,3,1.0,2.0,84.0,4.2,1.9578928732339727
within an hour,99%,f,37.9670076,23.7271367,Entire home/apt,3,1.0,1.0,36.0,,1.1639659596578453
within an hour,100%,t,37.96821,23.74913,Entire home/apt,2,1.0,1.0,53.0,5.0,1.4876068787024774
within an hour,100%,f,37.9850935,23.7177731,Entire home/apt,4,1.0,1.0,78.0,5.0,1.8415438319352382
within an hour,90%,f,37.99668261494642,23.732690357258715,Entire home/apt,2,1.0,1.0,57.0,5.0,2.3633465575654626
within an hour,100%,f,37.9594614,23.7269039,Entire home/apt,2,1.0,1.0,64.0,5.0,1.9162169094443178
within an hour,100%,f,37.98833374221918,23.73486872883608,Entire home/apt,5,1.0,2.0,118.0,,1.4270496565277062
within an hour,100%,f,37.9594614,23.7269039,Entire home/apt,2,1.0,1.0,60.0,5.0,1.9162169094443178
within an hour,100%,f,37.95998,23.73436,Entire home/apt,8,2.0,3.0,207.0,5.0,1.7263943669923647
within an hour,100%,t,37.98615,23.76583,Entire home/apt,4,2.0,2.0,58.0,5.0,2.958254602920819
within an hour,86%,t,37.9809409,23.7378556,Entire home/apt,4,2.0,2.0,110.0,,0.6581299144826882
within an hour,100%,f,37.97038,23.7308,Entire home/apt,4,1.0,1.0,105.0,4.0,0.6732616910031175
within an hour,100%,f,37.9640824,23.7234812,Entire home/apt,6,2.5,3.0,114.0,5.0,1.6167098344540647
a few days or more,0%,f,37.9813044,23.7187915,Entire home/apt,3,1.0,1.0,73.0,,1.5524151745289463
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,4,1.0,1.0,144.0,,0.8766516539815924
within an hour,100%,t,37.971162,23.7462631,Entire home/apt,4,1.5,2.0,153.0,5.0,1.1066831467066978
within an hour,98%,t,37.9747551,23.7331943,Entire home/apt,4,1.0,1.0,105.0,3.0,0.1709197647094302
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,2,1.0,1.0,114.0,,0.8766516539815924
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,3,1.0,1.0,125.0,,0.8766516539815924
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,3,1.0,1.0,125.0,5.0,0.8766516539815924
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,2,1.0,1.0,97.0,3.0,0.8766516539815924
within an hour,100%,f,37.9853984,23.7136954,Entire home/apt,3,1.0,1.0,95.0,5.0,2.1599682284630437
within an hour,100%,f,37.96912,23.75053,Entire home/apt,4,1.0,1.0,49.0,5.0,1.5428382340889393
within an hour,100%,f,37.97790129015108,23.725373558700085,Entire home/apt,2,1.0,1.0,107.0,,0.8766513821035846
within an hour,100%,t,37.97801,23.72446,Entire home/apt,4,1.0,1.0,86.0,5.0,0.9566885434136989
within an hour,100%,f,37.97726790000001,23.7459328,Entire home/apt,4,2.0,1.0,147.0,5.0,0.9868145648667848
within an hour,100%,f,37.9620381,23.7240504,Entire home/apt,4,1.0,1.0,62.0,3.0,1.7734830416720795
within an hour,100%,t,37.97737,23.70398,Entire home/apt,2,1.0,1.0,47.0,,2.7181323337957104
within an hour,100%,,37.99937,23.73436,Entire home/apt,6,2.0,3.0,42.0,5.0,2.654644759290528
within an hour,90%,t,38.00426,23.72884,Entire home/apt,2,1.0,1.0,30.0,5.0,3.241761823755923
within an hour,100%,,37.9666823,23.7331258,Entire home/apt,4,1.5,2.0,97.0,4.5,0.9927410944666264
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,2,1.0,1.0,107.0,,0.8766516539815924
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,2,1.0,1.0,107.0,,0.8766516539815924
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,3,1.0,1.0,116.0,,0.8766516539815924
within an hour,100%,f,37.9779014,23.7253736,Entire home/apt,2,1.0,1.0,97.0,5.0,0.8766516539815924
within an hour,100%,f,37.99813,23.71527,Entire home/apt,4,1.0,1.0,91.0,,3.0482058584618215
within an hour,100%,f,37.98644549999999,23.7647604,Entire home/apt,5,1.0,2.0,64.0,5.0,2.8862892632739947
within an hour,100%,f,37.9868724,23.733545,Entire home/apt,6,1.0,3.0,166.0,5.0,1.2701175285808548
within an hour,100%,f,37.98362,23.73064,Entire home/apt,2,1.0,1.0,41.0,3.8,0.9770588305829192
within an hour,100%,f,37.9890068,23.7354597,Entire home/apt,2,1.0,1.0,67.0,,1.5026885231463565
within an hour,100%,f,37.98902130126953,23.735536575317383,Entire home/apt,2,1.0,1.0,64.0,,1.504534913660195
within an hour,100%,f,38.00194255604584,23.74479605092621,Entire home/apt,3,1.0,1.0,47.0,5.0,3.0655118621678796
within a few hours,100%,f,37.99061871680392,23.74926943189075,Private room,2,1.0,5.0,16.0,5.0,2.1005283859038597
within an hour,100%,f,37.99582,23.73024,Private room,3,1.0,1.0,57.0,,2.2960936893038317
within an hour,99%,f,37.96419884184541,23.709229057672115,Entire home/apt,4,1.0,1.0,46.0,4.0,2.57738276049874
within an hour,100%,t,37.9814,23.75736,Entire home/apt,5,1.5,2.0,56.0,5.0,2.0750261131788945
within an hour,100%,f,38.00026,23.72082,Entire home/apt,4,1.0,2.0,60.0,5.0,3.0170557793926758
within an hour,100%,t,37.97664,23.7317,Entire home/apt,4,2.0,2.0,154.0,5.0,0.3077989141306641
within an hour,100%,t,37.97713852838312,23.75855795145071,Entire home/apt,4,1.5,2.0,76.0,,2.0816338378495485
within an hour,100%,t,38.0008147,23.731205,Entire home/apt,4,1.0,2.0,68.0,,2.8334308194181332
within an hour,100%,f,37.996551,23.7292351,Private room,2,1.0,1.0,42.0,5.0,2.3928350149705238
within an hour,100%,f,38.004514,23.7148453,Entire home/apt,2,1.0,1.0,37.0,5.0,3.673852704493455
within an hour,100%,f,37.996551,23.7292351,Private room,2,1.0,1.0,37.0,5.0,2.3928350149705238
within an hour,100%,f,37.996551,23.7292351,Private room,3,1.0,1.0,40.0,5.0,2.3928350149705238
within an hour,100%,f,37.9561,23.73549,Entire home/apt,3,1.0,1.0,59.0,4.5,2.1578015373400654
within an hour,99%,f,37.9797717,23.7354835,Entire home/apt,2,1.0,1.0,78.0,4.83,0.4777368066633691
within an hour,99%,f,37.9847388,23.7325326,Entire home/apt,3,1.0,1.0,49.0,,1.0480529693825482
within an hour,100%,f,37.9672581,23.753961,Entire home/apt,3,1.0,1.0,34.0,5.0,1.9056669216435402
within an hour,100%,t,37.9631389,23.7306999,Entire home/apt,4,1.5,2.0,162.0,5.0,1.422948535389055
within an hour,100%,f,37.9679249,23.7305402,Entire home/apt,4,1.0,1.0,116.0,,0.9249545357089396
within an hour,79%,f,37.97609,23.72455,Private room,2,1.0,1.0,16.0,3.25,0.9095642700171634
within an hour,79%,f,37.97575,23.72371,Private room,2,1.0,1.0,16.0,3.67,0.9812187757041957
within a day,60%,f,37.9899756,23.7250568,Entire home/apt,4,1.0,2.0,44.0,,1.8262233950911007
within an hour,100%,f,37.9979459,23.7668668,Entire home/apt,4,1.0,2.0,48.0,4.67,3.752056020742056
within an hour,100%,f,38.00447,23.72664,Entire home/apt,4,1.0,2.0,46.0,,3.3016452294410423
within an hour,100%,,37.99138,23.72328,Entire home/apt,4,1.0,1.0,44.0,4.8,2.0384099857100972
within an hour,100%,,37.99272323741572,23.728701493505653,Entire home/apt,5,1.0,2.0,50.0,4.5,1.9906950572112332
within an hour,99%,f,37.99388709999999,23.7229376,Entire home/apt,4,1.0,2.0,57.0,5.0,2.2976796060957967
within an hour,100%,f,37.99358,23.76578,Entire home/apt,2,1.0,1.0,59.0,,3.371368021387995
within an hour,100%,f,37.98066980000001,23.7225669,Entire home/apt,5,1.0,2.0,109.0,,1.2243301849876822
within an hour,100%,t,37.9808136,23.7609115,Entire home/apt,4,2.0,2.0,112.0,5.0,2.355195747182241
within an hour,100%,t,37.9640954,23.7159452,Entire home/apt,6,1.0,3.0,108.0,5.0,2.0901991824681323
within an hour,100%,f,38.00336456326173,23.73491585254669,Private room,2,1.0,1.0,38.0,1.0,3.0983983793220693
within an hour,100%,f,37.9884183,23.734858,Entire home/apt,3,1.0,1.0,123.0,,1.4364541374328197
within an hour,100%,f,37.9884183,23.734858,Entire home/apt,5,1.0,2.0,132.0,,1.4364541374328197
within an hour,82%,f,37.97947,23.71675,Shared room,8,4.0,5.0,25.0,5.0,1.6509544817116348
within an hour,82%,f,37.9803105,23.7176859,Shared room,6,2.0,5.0,24.0,,1.6008137640224775
within an hour,82%,f,37.98124,23.7169,Shared room,4,4.0,5.0,27.0,,1.701891360325183
within an hour,82%,f,37.97945,23.71667,Shared room,6,2.0,5.0,28.0,4.0,1.6571215845916842
within an hour,82%,f,37.98097,23.7184,Shared room,6,4.0,5.0,25.0,,1.568904289941775
within an hour,100%,f,37.96236,23.71917,Entire home/apt,4,1.0,1.0,44.0,5.0,2.009018599048182
within an hour,100%,f,38.00086,23.74853,Private room,2,1.0,1.0,21.0,,3.062460462355865
within an hour,100%,,37.9913807,23.7232789,Entire home/apt,4,1.0,1.0,47.0,5.0,2.0385255753694214
within an hour,100%,t,37.98179141751113,23.76350876889002,Entire home/apt,2,1.0,1.0,54.0,5.0,2.6032691941347883
within an hour,96%,f,37.987185,23.7313922,Entire home/apt,4,1.0,1.0,61.0,,1.3351905379822044
within an hour,96%,f,37.9849294,23.735184,Entire home/apt,4,1.0,1.0,76.0,,1.0487968647506738
within an hour,100%,t,38.0147373,23.7328941,Entire home/apt,2,1.0,1.0,39.0,5.0,4.366528019870558
within an hour,100%,f,37.9621383,23.7441912,Entire home/apt,4,1.0,2.0,82.0,,1.6943491872200156
within an hour,96%,f,37.98163479999999,23.738523,Entire home/apt,3,1.0,1.0,72.0,5.0,0.7524483400738822
within an hour,100%,f,37.9621383,23.7441912,Entire home/apt,6,1.0,3.0,108.0,5.0,1.6943491872200156
within an hour,96%,f,37.9847514,23.7307953,Entire home/apt,4,1.0,1.0,64.0,,1.0898031546905833
within an hour,99%,t,38.0038,23.74427,Entire home/apt,5,2.5,2.0,83.0,,3.2521880221837565
within an hour,99%,t,37.98652,23.73798,Entire home/apt,4,1.0,1.0,76.0,4.67,1.2547505448299696
within an hour,100%,t,37.9962771,23.736893,Entire home/apt,3,1.0,1.0,48.0,,2.3169013182759235
within an hour,100%,f,37.967261,23.7470458,Entire home/apt,4,1.0,1.0,40.0,,1.4045686691486041
within an hour,99%,t,37.96353,23.71807,Entire home/apt,4,1.0,2.0,96.0,4.75,1.9869808955723283
within an hour,100%,t,37.9615378,23.7212435,Entire home/apt,4,1.0,1.0,94.0,4.67,1.9604761576118621
within an hour,100%,f,37.97523,23.73209,Entire home/apt,2,1.0,1.0,79.0,4.86,0.2481257810064105
within an hour,100%,f,37.96751,23.72801,Entire home/apt,5,2.0,2.0,123.0,5.0,1.0742910421802683
within an hour,97%,f,37.97738,23.72725,Entire home/apt,8,2.5,4.0,168.0,,0.7023606595641354
within an hour,100%,f,37.9748789,23.7175353,Entire home/apt,2,1.0,1.0,56.0,5.0,1.5236242804811981
within a few hours,100%,f,37.99377570000001,23.7643854,Entire home/apt,4,1.5,2.0,184.0,,3.2874679423005433
within a few hours,100%,f,37.9875728,23.7654836,Entire home/apt,4,1.0,2.0,133.0,,2.997863181213197
within an hour,100%,t,37.9669018,23.7475883,Entire home/apt,2,1.0,1.0,125.0,5.0,1.4666686280547752
within an hour,100%,f,38.00211229636949,23.71717605739832,Entire home/apt,2,2.0,1.0,135.0,5.0,3.3420344766352006
within an hour,96%,f,37.97933,23.7078,Entire home/apt,3,1.0,1.0,61.0,5.0,2.413185321587359
within an hour,100%,t,37.9623338,23.7218612,Entire home/apt,5,2.0,2.0,142.0,5.0,1.8573482843675801
within an hour,100%,f,37.99594,23.72847,Private room,2,1.0,1.0,35.0,5.0,2.3416425684819577
within an hour,100%,f,37.996551,23.7292351,Private room,2,1.0,1.0,28.0,5.0,2.3928350149705238
within an hour,100%,f,38.00175,23.74591,Entire home/apt,7,2.0,2.0,101.0,,3.074210539252004
within an hour,100%,f,37.97600496627466,23.73197021651378,Entire home/apt,4,1.0,1.0,133.0,,0.26286760667042314
within an hour,100%,f,37.9678522,23.725334,Entire home/apt,3,1.0,2.0,78.0,,1.1942762080707618
,,f,37.98814,23.76668,Entire home/apt,4,1.0,1.0,72.0,,3.119867801451798
within an hour,100%,f,37.9750522,23.7178622,Entire home/apt,3,1.0,1.0,49.0,,1.4942327477320938
within an hour,100%,f,37.96518,23.72153,Entire home/apt,2,1.0,0.0,76.0,4.89,1.6402409945629526
within an hour,100%,f,37.96386,23.72301,Entire home/apt,2,1.0,0.0,76.0,4.75,1.6617922125956825
within an hour,100%,t,37.9776,23.7251,Entire home/apt,5,1.0,2.0,135.0,5.0,0.890151503955913
within an hour,100%,,37.97920926001544,23.723831669311515,Entire home/apt,2,1.0,1.0,72.0,5.0,1.05417385772717
within a few hours,100%,f,38.00229,23.7392,Entire home/apt,4,1.0,1.0,45.0,5.0,3.0026524749966996
within an hour,97%,f,37.9739093,23.7539012,Entire home/apt,4,2.0,2.0,110.0,5.0,1.6748783230199078
within an hour,100%,t,37.96451,23.73225,Entire home/apt,8,2.0,4.0,153.0,,1.2439147628049756
within an hour,100%,f,38.0097156,23.734817,Entire home/apt,3,1.5,1.0,40.0,5.0,3.8046080845588928
within an hour,100%,t,37.9619025,23.7350439,Entire home/apt,2,1.0,1.0,135.0,5.0,1.5120256343075873
within an hour,100%,f,37.99365,23.7284,Entire home/apt,3,1.0,1.0,57.0,,2.0970465092264567
within an hour,100%,,37.98118,23.72444,Entire home/apt,2,1.0,1.0,69.0,5.0,1.1132986887751002
within an hour,100%,f,37.9800058,23.731018,Entire home/apt,4,2.0,2.0,77.0,,0.6056372827657048
within an hour,88%,t,37.96917976821959,23.72983943670988,Entire home/apt,4,1.0,1.0,120.0,,0.8310636209215766
within an hour,100%,f,37.9800058,23.731018,Entire home/apt,2,1.0,0.0,60.0,3.0,0.6056372827657048
within an hour,100%,f,37.9800058,23.731018,Entire home/apt,2,1.0,0.0,61.0,,0.6056372827657048
within a few hours,100%,f,37.980992,23.7384664,Entire home/apt,3,1.0,1.0,61.0,5.0,0.6860364848702196
within an hour,100%,t,38.00578,23.73798,Entire home/apt,5,1.0,2.0,119.0,5.0,3.3777837679249507
within an hour,100%,f,37.955090588737136,23.729388155043125,Entire home/apt,6,2.0,3.0,135.0,5.0,2.3202919988251516
within an hour,100%,f,37.96395,23.717339,Entire home/apt,4,1.0,1.0,75.0,4.71,2.004773736874827
within an hour,100%,f,37.98605,23.72441,Private room,2,1.0,0.0,33.0,5.0,1.490463897110729
within an hour,100%,t,37.968466,23.7484952,Entire home/apt,2,1.0,1.0,46.0,5.0,1.4254509518600715
,,f,37.98983,23.71411,Entire home/apt,5,2.0,3.0,115.0,,2.420553072039256
within an hour,100%,t,37.9834141,23.7630348,Entire home/apt,6,1.5,2.0,123.0,5.0,2.6182580653957634
within an hour,100%,t,37.9670365,23.7278387,Entire home/apt,2,1.0,1.0,102.0,,1.1264074551265821
within an hour,90%,f,37.99424,23.72656,Entire home/apt,6,1.0,2.0,39.0,4.8,2.2082672238692314
within an hour,100%,f,37.9807216,23.7200988,Entire home/apt,4,1.0,1.0,87.0,,1.4213115052941256
within an hour,100%,f,37.98066980000001,23.7225669,Entire home/apt,5,2.0,2.0,149.0,5.0,1.2243301849876822
within an hour,100%,f,37.9706728,23.7483817,Entire home/apt,4,2.0,2.0,85.0,,1.2979273454569749
within an hour,100%,f,37.9980733,23.7300978,Entire home/apt,4,1.0,1.0,54.0,5.0,2.5450745329290148
within an hour,100%,f,37.99082810000001,23.7109527,Entire home/apt,3,1.0,1.0,44.0,,2.7037031911771265
within an hour,100%,f,37.96754,23.71312,Entire home/apt,6,2.5,3.0,157.0,5.0,2.1043610136392488
within an hour,100%,t,38.0003643,23.7400429,Entire home/apt,4,1.0,1.0,44.0,5.0,2.801280000300586
within an hour,100%,t,37.9677499,23.7303043,Entire home/apt,4,1.0,2.0,136.0,5.0,0.9512800881913406
within an hour,100%,f,37.9796542,23.7234919,Entire home/apt,5,1.0,2.0,96.0,4.5,1.1014563140986278
within an hour,100%,f,37.974351,23.7480973,Entire home/apt,3,1.0,1.0,55.0,,1.1638137659877927
within an hour,100%,f,37.9795412,23.7439838,Entire home/apt,2,1.0,,51.0,2.0,0.9142465647250412
within an hour,67%,f,37.98069548338255,23.73003289103508,Entire home/apt,4,1.0,1.0,116.0,,0.7181472632647783
within an hour,100%,t,37.99808,23.72516,Entire home/apt,2,1.0,1.0,32.0,5.0,2.651915536220165
within an hour,100%,f,37.97504015792681,23.73183618836058,Entire home/apt,4,1.0,2.0,171.0,,0.27337470683564574
within an hour,100%,f,37.98581,23.73068,Entire home/apt,3,1.0,1.0,50.0,,1.2046073094665586
within an hour,100%,f,37.99779,23.71691,Entire home/apt,4,1.0,1.0,79.0,5.0,2.937493760982057
within an hour,100%,t,37.98627,23.73716,Entire home/apt,4,1.5,2.0,69.0,5.0,1.213840069007014
within an hour,100%,t,37.98725,23.737,Entire home/apt,7,2.5,3.0,102.0,5.0,1.3194407455119073
within a few hours,100%,f,37.99267,23.74854,Private room,2,1.0,5.0,16.0,4.57,2.252592346477381
within an hour,100%,,38.01488,23.73205,Private room,1,1.0,1.0,31.0,,4.3859722368103755
within an hour,99%,f,37.9657169,23.705552,Entire home/apt,4,1.0,1.0,40.0,,2.793128316732217
within an hour,100%,f,37.9933781,23.7260828,Entire home/apt,3,1.0,1.0,39.0,4.5,2.1328633982182184
within an hour,99%,f,37.9864418,23.7224272,Entire home/apt,3,1.0,2.0,44.0,5.0,1.6356485348526264
within an hour,100%,f,37.96965,23.72488,Entire home/apt,4,1.0,2.0,84.0,5.0,1.092961014385229
within an hour,100%,f,37.9686902,23.7253171,Entire home/apt,4,1.0,2.0,102.0,,1.1309176539753767
within an hour,100%,t,38.0001413,23.7378297,Entire home/apt,3,1.0,1.0,50.0,5.0,2.751990715674327
within an hour,100%,f,37.9866785,23.727482,Entire home/apt,3,1.0,1.0,43.0,,1.4027579563731458
,,f,37.98376,23.7178,Entire home/apt,6,1.0,2.0,192.0,,1.7578073433813277
within an hour,100%,t,37.96841,23.71326,Entire home/apt,10,1.0,3.0,126.0,,2.054189070241049
within an hour,100%,f,37.9748795,23.7332315,Entire home/apt,4,1.0,1.0,144.0,,0.16170656419683993
within an hour,100%,f,37.9551695,23.7246873,Entire home/apt,2,1.0,1.0,46.0,,2.4314753492534225
within a day,100%,t,37.95903006058566,23.74503289325408,Entire home/apt,4,2.0,2.0,136.0,,2.0354239898105058
within an hour,100%,t,37.96595,23.71149,Entire home/apt,2,1.0,1.0,35.0,4.0,2.310549795988333
within an hour,100%,f,37.9841519,23.7102717,Entire home/apt,3,1.0,1.0,35.0,5.0,2.363273903533625
within an hour,100%,t,37.97888349999999,23.7386681,Entire home/apt,4,2.0,2.0,214.0,,0.5006281378912651
within a day,50%,f,37.9626,23.74741,Entire home/apt,3,1.0,1.0,59.0,,1.8055826105965147
within an hour,100%,f,37.9653208,23.7062534,Entire home/apt,2,1.0,1.0,95.0,5.0,2.754415320127
within an hour,100%,f,38.00211,23.72655,Entire home/apt,4,1.0,2.0,57.0,5.0,3.048039882707875
,,f,37.9645326,23.7253736,Entire home/apt,5,1.0,2.0,100.0,5.0,1.4780293427058204
within an hour,100%,f,37.97512,23.73141,Entire home/apt,4,1.0,1.0,127.0,,0.30881092694062695
within an hour,100%,f,37.98185,23.73718,Entire home/apt,5,1.0,2.0,120.0,,0.7338223278393505
within an hour,100%,t,37.9768614,23.7298324,Entire home/apt,2,1.0,1.0,186.0,5.0,0.4692689228593228
within an hour,100%,,37.97404,23.73248,Entire home/apt,2,1.0,1.0,48.0,4.67,0.26711552686533707
within an hour,100%,f,37.98232,23.7239,Entire home/apt,3,1.0,1.0,88.0,,1.2266362210114685
within an hour,100%,t,38.00106619449491,23.71736113997791,Entire home/apt,6,1.0,2.0,41.0,5.0,3.23175028905788
within an hour,100%,f,37.98111,23.73694,Entire home/apt,3,1.0,1.0,103.0,,0.6489233403414222
within an hour,100%,f,37.98251,23.73892,Entire home/apt,5,1.0,2.0,148.0,,0.8554122617166814
within an hour,100%,f,37.98195,23.73902,Entire home/apt,5,1.0,2.0,125.0,5.0,0.8029864052261838
within an hour,100%,f,37.96407,23.72325,Entire home/apt,4,1.0,1.0,107.0,,1.6304100368100942
within an hour,100%,f,37.97838,23.71342,Entire home/apt,3,1.0,1.0,69.0,5.0,1.9097707873273386
within an hour,100%,f,37.96773730000001,23.729930134393324,Entire home/apt,3,1.0,1.0,74.0,4.67,0.9668771072626282
within an hour,100%,f,37.97628419999999,23.7298353,Entire home/apt,6,2.0,3.0,183.0,5.0,0.45241204937835683
within an hour,100%,f,37.97689,23.73074,Entire home/apt,2,1.0,1.0,80.0,5.0,0.3960347070032254
within an hour,100%,f,37.97691,23.73299,Entire home/apt,2,1.0,1.0,90.0,5.0,0.2293662561351826
within an hour,100%,f,37.97588,23.73101,Entire home/apt,2,1.0,1.0,100.0,4.5,0.3435738295184272
within an hour,100%,f,37.98089,23.73739,Entire home/apt,3,1.0,1.0,114.0,,0.6378403972990844
within a few hours,100%,f,38.0053887,23.7430267,Entire home/apt,4,1.0,2.0,36.0,,3.398920544057576
within an hour,100%,f,37.9667557,23.7285457,Entire home/apt,2,1.0,1.0,110.0,5.0,1.120562106324269
within an hour,100%,t,37.98077,23.71104,Entire home/apt,4,1.0,2.0,73.0,,2.171852121901488
within an hour,100%,f,37.9667557,23.7285457,Entire home/apt,2,1.0,1.0,109.0,5.0,1.120562106324269
within an hour,100%,f,37.9667557,23.7285457,Entire home/apt,4,2.0,2.0,114.0,5.0,1.120562106324269
within an hour,100%,t,37.9814,23.70944,Entire home/apt,4,1.0,2.0,68.0,,2.3259699089358303
within an hour,100%,t,37.96211,23.72178,Entire home/apt,4,1.0,1.0,79.0,4.5,1.8813700639553703
within an hour,100%,,37.97253,23.74548,Entire home/apt,3,1.0,1.0,58.0,,0.9844254929247974
within an hour,100%,t,37.989835741252,23.72541127116396,Entire home/apt,2,1.0,1.0,99.0,5.0,1.7979526003633512
within an hour,100%,f,37.9637196,23.7233534,Entire home/apt,5,1.0,2.0,50.0,4.0,1.6554060835717053
within an hour,100%,f,37.98808,23.74681,Entire home/apt,4,1.0,1.0,50.0,5.0,1.745378811685504
within an hour,99%,f,37.9812095,23.7594946,Entire home/apt,2,1.0,1.0,39.0,,2.247226819286631
within an hour,100%,t,37.9768614,23.7298324,Entire home/apt,2,1.0,1.0,186.0,5.0,0.4692689228593228
