host_response_time,host_response_rate,host_is_superhost,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,price,review_scores_rating,distance_from_syntagma
within an hour,90%,f,37.97987747192383,23.72650909423828,Entire home/apt,4,1.0,1.0,112.0,4.81,0.881945025248832
within an hour,100%,t,37.9889,23.72483,Entire home/apt,2,1.0,1.0,43.0,4.87,1.731783958145062
within an hour,100%,f,38.00691,23.73339,Entire home/apt,2,1.0,1.0,30.0,,3.4951384874673295
within an hour,100%,t,37.9634,23.71932,Entire home/apt,4,1.0,1.0,46.0,4.81,1.917154648782571
,,,37.97764,23.72999,Entire home/apt,6,1.0,2.0,127.0,4.88,0.4917702122806868
within an hour,100%,t,37.974151611328125,23.74859619140625,Entire home/apt,2,1.0,1.0,56.0,4.79,1.2098369991678461
within an hour,100%,t,37.974151611328125,23.74859619140625,Entire home/apt,4,1.0,1.0,64.0,4.97,1.2098369991678461
within an hour,100%,t,37.995506,23.765224,Entire home/apt,4,1.0,1.0,57.0,4.75,3.4657646258595087
within an hour,100%,t,37.9767,23.70794,Entire home/apt,2,1.0,1.0,48.0,4.68,2.3668445530554485
within an hour,100%,t,37.99576,23.71751,Entire home/apt,5,2.0,2.0,103.0,4.71,2.7199090340606853
within a few hours,100%,t,37.96984,23.74168,Entire home/apt,4,1.0,1.0,71.0,4.92,0.8656184322968961
within an hour,100%,,37.99946,23.7041,Entire home/apt,4,1.0,2.0,43.0,4.77,3.7926291467890456
within an hour,100%,f,38.00836,23.73255,Entire home/apt,4,1.0,1.0,33.0,4.92,3.659664094684048
,,f,37.9959,23.72866,Entire home/apt,3,1.0,1.0,55.0,5.0,2.3333670704587854
within a day,50%,f,38.01174,23.73364,Private room,1,2.0,1.0,20.0,5.0,4.031216540081124
within an hour,100%,f,37.97669,23.73215,Entire home/apt,4,1.0,1.0,67.0,4.91,0.274972673907059
within an hour,100%,,37.95709,23.72971,Entire home/apt,2,1.0,1.0,75.0,4.93,2.0970482866236475
within an hour,100%,f,37.97738,23.73114,Entire home/apt,3,1.0,1.0,64.0,4.85,0.3902757801352271
within an hour,100%,f,37.97665,23.73203,Entire home/apt,4,1.0,1.0,61.0,4.95,0.2821948961091064
within an hour,100%,f,38.0115,23.7329,Entire home/apt,2,1.0,1.0,19.0,4.59,4.006852186055431
,,f,37.96221,23.73287,Entire home/apt,2,1.0,1.0,67.0,5.0,1.488456098750125
within an hour,100%,t,37.97736,23.71404,Entire home/apt,4,2.0,2.0,175.0,4.87,1.8400592386163048
within an hour,96%,f,37.97682,23.73139,Entire home/apt,6,1.0,2.0,126.0,4.77,0.3408750149283072
within an hour,100%,f,37.9906,23.72231,Entire home/apt,3,1.0,1.0,39.0,4.9,2.0091628976958424
within an hour,100%,t,37.96384,23.74796,Entire home/apt,5,1.0,3.0,84.0,5.0,1.729631741972785
within a few hours,90%,t,37.96344,23.7198,Entire home/apt,2,1.0,1.0,147.0,4.99,1.884243149264585
within an hour,100%,t,37.97403,23.71823,Entire home/apt,3,1.0,1.0,139.0,4.98,1.4702887576318915
within an hour,100%,f,37.99565,23.74309,Entire home/apt,6,1.0,2.0,44.0,4.83,2.352739930470762
within a few hours,100%,t,37.96329,23.71904,Entire home/apt,1,1.5,1.0,14.0,5.0,1.9432430019114448
within an hour,100%,t,37.96371421609161,23.71995100490457,Entire home/apt,2,1.0,1.0,55.0,4.87,1.8532807929002924
within an hour,100%,f,38.00011,23.7242,Entire home/apt,3,1.0,1.0,34.0,4.4,2.8927132287614454
within an hour,100%,f,37.96582,23.7441,Entire home/apt,4,1.5,2.0,72.0,4.76,1.3449649643531565
,,f,37.98806,23.73458,Entire home/apt,4,1.5,1.0,52.0,5.0,1.3968898584794274
,,f,37.96536,23.71427,Entire home/apt,4,1.0,2.0,90.0,5.0,2.1310929067790423
within a day,50%,f,38.01177,23.73347,Private room,1,2.0,1.0,20.0,,4.0349863100119405
within an hour,100%,,37.98356,23.72819,Entire home/apt,6,1.0,2.0,100.0,4.9,1.0719641599621443
within an hour,98%,f,37.95865,23.72747,Entire home/apt,5,1.5,2.0,60.0,4.47,1.9836170261860078
within an hour,100%,t,37.9682846069336,23.72687530517578,Entire home/apt,2,1.0,1.0,134.0,4.96,1.067006593193245
within an hour,100%,t,37.97685241699219,23.726327896118164,Entire home/apt,4,1.0,1.0,196.0,4.89,0.7662571755690712
within an hour,100%,t,37.9807,23.71186,Entire home/apt,2,1.0,1.0,189.0,4.94,2.1005800579342173
within a few hours,100%,f,37.97143,23.73096,Entire home/apt,3,1.0,1.0,119.0,4.86,0.5692857112425849
within an hour,100%,t,37.9763,23.73299,Entire home/apt,2,1.0,1.0,58.0,4.86,0.1895805469090618
within a few hours,100%,f,37.97143,23.73096,Entire home/apt,6,1.0,2.0,146.0,5.0,0.5692857112425849
within an hour,100%,,37.99954944252516,23.705850711705796,Entire home/apt,4,1.0,2.0,43.0,4.53,3.6922053552618164
within an hour,100%,t,37.9763,23.73299,Entire home/apt,2,1.0,1.0,58.0,4.76,0.1895805469090618
within an hour,100%,t,37.9763,23.73299,Entire home/apt,5,1.0,2.0,147.0,4.88,0.1895805469090618
within an hour,99%,f,37.96836,23.73066,Entire home/apt,4,1.0,2.0,59.0,4.53,0.8766190274467643
within an hour,100%,t,37.96360016,23.72069931,Entire home/apt,4,1.0,2.0,80.0,4.75,1.8167117537585256
within an hour,100%,t,38.00519,23.73665,Entire home/apt,2,1.0,1.0,41.0,4.98,3.3049374983048847
within an hour,100%,t,37.97018,23.74132,Entire home/apt,2,1.0,1.0,58.0,4.97,0.81647013063934
within an hour,100%,t,37.96856,23.74463,Entire home/apt,4,2.0,1.0,161.0,4.77,1.1501910536580415
within an hour,100%,t,37.96493,23.7174,Entire home/apt,2,1.0,1.0,55.0,4.95,1.9325174224815904
within an hour,100%,t,37.9680813,23.7295612,Entire home/apt,4,1.0,2.0,113.0,4.95,0.9484206407930138
within a few hours,100%,f,37.98883,23.72634,Entire home/apt,2,1.0,1.0,38.0,4.74,1.661280015375137
,,f,37.96869,23.74285,Entire home/apt,4,1.0,2.0,91.0,4.97,1.0290923642936305
within an hour,100%,f,37.96361,23.72507,Entire home/apt,2,1.0,1.0,45.0,4.41,1.578124714363312
within an hour,100%,t,37.98301,23.73603,Entire home/apt,5,1.5,3.0,125.0,4.71,0.8409266840781101
within an hour,100%,f,37.990314,23.727589,Entire home/apt,3,1.0,2.0,59.0,4.38,1.767477820594588
within a day,83%,f,37.98944,23.76509,Entire home/apt,4,1.0,1.0,67.0,5.0,3.066562507876336
within an hour,100%,t,37.98101,23.72078,Entire home/apt,2,1.0,1.0,44.0,4.85,1.3809551671667528
within an hour,100%,t,37.98268,23.72202,Entire home/apt,2,1.0,0.0,35.0,4.87,1.3826903936834951
within an hour,100%,t,37.98248,23.72107,Entire home/apt,2,1.0,0.0,37.0,4.86,1.4393579375503083
within an hour,100%,f,37.9648638,23.7227166,Entire home/apt,4,1.0,1.0,54.0,4.73,1.5935291356833743
within an hour,100%,t,37.96205,23.72005,Entire home/apt,2,1.0,1.0,54.0,4.95,1.9827491455368467
within an hour,100%,f,37.99636,23.74447,Entire home/apt,2,1.0,1.0,40.0,4.46,2.4665031626032397
within an hour,100%,f,37.99819138587283,23.74470118099961,Entire home/apt,2,1.0,1.0,40.0,4.63,2.665367801882519
within an hour,100%,t,37.97311,23.75193,Entire home/apt,2,1.0,1.0,77.0,4.94,1.5162109748380366
within a few hours,100%,f,37.98642,23.728395,Entire home/apt,4,1.0,1.0,80.0,4.5,1.3414368148206368
within an hour,99%,f,37.98351,23.73113,Entire home/apt,2,1.0,1.0,44.0,4.5,0.9499892755894936
within an hour,99%,f,37.98351,23.73113,Entire home/apt,2,1.0,1.0,47.0,4.45,0.9499892755894936
within an hour,99%,f,37.98351,23.73113,Entire home/apt,2,1.0,1.0,44.0,4.49,0.9499892755894936
within an hour,100%,t,37.99648,23.73062,Entire home/apt,5,1.5,2.0,78.0,4.94,2.362832686603464
within an hour,100%,t,37.96719,23.72796,Entire home/apt,4,1.0,1.0,105.0,4.9,1.1063039361258238
within an hour,100%,f,37.98152,23.75901,Entire home/apt,5,1.0,2.0,45.0,4.78,2.2166914957260353
within an hour,99%,f,37.98351,23.73113,Entire home/apt,2,1.0,1.0,48.0,4.46,0.9499892755894936
within an hour,100%,t,37.98871,23.72638,Entire home/apt,4,1.0,1.0,59.0,4.89,1.647794388929127
within an hour,100%,t,37.9887,23.72849,Entire home/apt,4,1.0,1.0,53.0,4.87,1.5716157336369827
within an hour,100%,t,37.974686,23.732927,Entire home/apt,4,1.0,1.0,93.0,4.63,0.19519288198781165
within a day,50%,f,37.9641,23.71684,Entire home/apt,2,1.0,1.0,185.0,4.08,2.0280858702999165
within a day,50%,f,37.96343,23.7172,Entire home/apt,2,1.0,1.0,202.0,3.96,2.051501911677234
within an hour,100%,t,37.97065,23.71265,Entire home/apt,4,1.0,1.0,83.0,4.88,2.0235114745567446
within an hour,100%,t,37.98099,23.73941,Entire home/apt,6,1.5,3.0,66.0,5.0,0.7272692316321655
within an hour,100%,t,38.00871,23.72518,Entire home/apt,4,1.0,1.0,33.0,4.89,3.7897477805550466
,,f,37.9817,23.75991,Entire home/apt,3,1.0,1.0,79.0,5.0,2.297938865306674
within an hour,100%,t,37.98286,23.75276,Entire home/apt,2,0.0,0.0,48.0,5.0,1.7664108808263903
within an hour,100%,t,37.96269989,23.72719955,Entire home/apt,2,1.0,1.0,65.0,4.88,1.5752633239212994
within an hour,99%,f,38.01413,23.72883,Private room,1,2.0,1.0,35.0,5.0,4.328267881847338
within an hour,100%,t,37.9794,23.74133,Entire home/apt,2,1.0,1.0,63.0,4.86,0.7111205109379692
within an hour,100%,,37.97837,23.72343,Entire home/apt,2,1.0,0.0,120.0,4.8,1.0547849228567814
within an hour,100%,t,37.9863,23.76625,Entire home/apt,2,1.0,0.0,39.0,4.47,2.99866198295461
within an hour,100%,f,37.98743,23.72306,Entire home/apt,2,1.0,1.0,86.0,4.76,1.6842221043403856
within an hour,100%,t,37.96504,23.72355,Entire home/apt,2,1.0,1.0,175.0,4.98,1.5305778365182547
within an hour,100%,t,37.97846,23.72175,Entire home/apt,2,1.0,1.0,72.0,4.9,1.1986747329603686
within an hour,100%,f,37.97621,23.72481,Entire home/apt,4,1.0,0.0,209.0,,0.8879218004373051
within an hour,100%,t,37.95695,23.72902,Entire home/apt,3,1.0,1.0,53.0,4.9,2.12609708390385
within a day,100%,t,37.98685,23.73182,Entire home/apt,4,1.0,1.0,46.0,5.0,1.2906096185696272
within an hour,100%,t,37.97803,23.74278,Entire home/apt,2,1.0,1.0,193.0,4.91,0.7457817120221093
within an hour,100%,t,37.988914,23.742262,Private room,2,1.0,0.0,39.0,4.75,1.6251480548785682
within an hour,100%,t,37.988914,23.742262,Private room,2,1.0,1.0,39.0,4.83,1.6251480548785682
within an hour,100%,t,37.99489,23.71853,Entire home/apt,2,1.0,1.0,81.0,4.91,2.589773700373046
within an hour,100%,t,37.97775,23.72794,Entire home/apt,2,1.0,0.0,74.0,4.73,0.6593588715050699
within an hour,100%,t,37.978,23.72936,Entire home/apt,2,1.0,0.0,83.0,4.78,0.5595256247113425
within an hour,100%,t,37.98926,23.74315,Entire home/apt,2,1.0,1.0,50.0,5.0,1.692290571126811
within an hour,100%,t,37.98012,23.74018,Entire home/apt,3,1.5,1.0,190.0,,0.6914346327691846
within an hour,100%,t,37.98107,23.71348,Entire home/apt,4,1.0,1.0,46.0,4.88,1.9769591017196901
within an hour,99%,,37.96508,23.72426,Entire home/apt,2,1.0,1.0,56.0,4.55,1.487404508060171
within an hour,100%,,37.96937,23.72533,Entire home/apt,6,1.0,2.0,162.0,4.83,1.0808827165468176
within an hour,99%,,37.96443,23.72207,Entire home/apt,3,1.0,1.0,56.0,4.66,1.66734675005382
within an hour,99%,,37.96484,23.72386,Entire home/apt,2,1.0,1.0,56.0,4.54,1.5302170394323613
within an hour,99%,,37.96466,23.72198,Entire home/apt,2,1.0,1.0,56.0,4.3,1.6539472360881928
within an hour,99%,,37.96447,23.72249,Entire home/apt,3,1.0,1.0,56.0,4.71,1.6394076634678538
within an hour,99%,,37.96665,23.72426,Entire home/apt,2,1.0,1.0,56.0,4.6,1.3558336612830042
within an hour,99%,,37.96641,23.72246,Entire home/apt,2,1.0,1.0,61.0,4.79,1.4868560146747813
within an hour,99%,,37.96662,23.72377,Entire home/apt,3,1.0,1.0,61.0,4.63,1.388102083846478
within an hour,99%,,37.96444,23.72397,Entire home/apt,2,1.0,1.0,61.0,4.75,1.558980566537287
within an hour,100%,t,37.96179,23.7214,Entire home/apt,4,1.0,1.0,60.0,4.87,1.929899969704234
within an hour,100%,f,37.97732925415039,23.726198196411133,Entire home/apt,2,1.0,1.0,117.0,4.71,0.7893777520538733
within an hour,100%,t,38.0016,23.73562,Entire home/apt,4,2.0,1.0,54.0,5.0,2.9028734336569433
within an hour,100%,t,37.99408,23.75085,Entire home/apt,2,1.0,1.0,40.0,4.76,2.4944765657483496
within an hour,100%,t,38.00067,23.74265,Entire home/apt,2,1.0,0.0,30.0,4.61,2.880007600715106
within an hour,92%,t,37.97136,23.74243,Entire home/apt,6,2.0,3.0,124.0,4.83,0.804717574557026
within an hour,100%,,37.98377,23.72007,Entire home/apt,5,1.0,2.0,78.0,4.87,1.592208848814253
within an hour,100%,f,37.96813,23.71207,Entire home/apt,3,1.0,1.0,45.0,4.92,2.1624941065938854
within a few hours,100%,t,37.98958,23.73808,Entire home/apt,8,2.5,2.0,110.0,4.9,1.5902382775331014
within an hour,100%,t,37.96844,23.72797,Entire home/apt,6,2.0,2.0,133.0,4.96,0.9926162603514375
within an hour,90%,t,37.99069,23.76685,Entire home/apt,4,1.5,1.0,42.0,4.83,3.270164727524403
within an hour,100%,f,37.97576,23.73092,Entire home/apt,4,1.0,1.0,117.0,4.5,0.350050503274638
within an hour,100%,t,37.98044,23.71218,Entire home/apt,3,1.0,1.0,149.0,4.91,2.0657587752640354
within an hour,100%,,37.97461,23.71597,Entire home/apt,3,1.0,1.0,52.0,4.68,1.6622122351494057
within an hour,100%,f,37.98089,23.72035,Entire home/apt,4,1.0,1.0,35.0,4.49,1.4091045267685882
within a day,75%,t,37.96557,23.72553,Entire home/apt,2,1.0,0.0,50.0,4.78,1.3761563815498128
within an hour,100%,t,37.96891,23.72975,Entire home/apt,4,1.0,1.0,92.0,4.93,0.8606661115098954
within an hour,94%,f,37.96234,23.71991,Entire home/apt,6,2.0,2.0,138.0,4.5,1.9667168313901369
within an hour,100%,t,37.96891,23.72975,Entire home/apt,4,1.0,1.0,80.0,4.96,0.8606661115098954
,,f,37.98687,23.72034,Entire home/apt,3,1.0,2.0,68.0,5.0,1.7963546030433237
within an hour,100%,t,37.977291,23.725708,Entire home/apt,4,1.0,1.0,103.0,4.68,0.8299360310821445
within an hour,100%,t,37.96361,23.72157,Entire home/apt,2,1.0,1.0,68.0,4.99,1.7644696328824068
within an hour,100%,f,37.96929,23.75229,Entire home/apt,6,1.0,3.0,83.0,4.88,1.6734432343395913
within an hour,100%,f,37.97493,23.73077,Entire home/apt,2,1.0,1.0,128.0,4.62,0.36751104690141584
within an hour,100%,f,37.97137,23.73127,Entire home/apt,3,1.0,1.0,69.0,4.0,0.5586941212630799
within an hour,100%,f,37.99913,23.72695,Entire home/apt,3,1.0,1.0,47.0,4.69,2.718339051453299
within an hour,100%,f,37.99704,23.72848,Entire home/apt,3,1.0,1.0,57.0,4.8,2.4603368434063557
within an hour,100%,f,37.99926,23.72768,Entire home/apt,3,1.0,1.0,47.0,4.74,2.7167049285407368
within an hour,100%,t,38.00439,23.73265,Entire home/apt,6,1.0,2.0,53.0,4.83,3.2184671413853625
within an hour,100%,,37.97856,23.72025,Entire home/apt,4,1.0,1.0,49.0,4.48,1.3283920862092584
within an hour,100%,f,37.977795,23.728117,Entire home/apt,9,2.5,3.0,215.0,4.56,0.646988862494755
within an hour,100%,t,37.96763,23.74968,Entire home/apt,4,1.0,1.0,39.0,4.88,1.5634259944761304
within an hour,100%,,37.97914,23.72331,Entire home/apt,3,1.0,1.0,111.0,4.94,1.093525600059811
within an hour,100%,t,37.96479,23.71948,Entire home/apt,4,1.0,1.0,63.0,4.8,1.8014750445582477
within an hour,100%,f,37.99718,23.72857,Entire home/apt,2,1.0,1.0,40.0,4.65,2.4737132515343956
within a day,50%,f,37.97466,23.73043,Entire home/apt,5,1.5,2.0,68.0,,0.4027864887568769
within an hour,100%,,37.978,23.72411,Entire home/apt,3,1.0,1.0,117.0,4.82,0.9857582652987258
within an hour,100%,f,37.977795,23.728117,Entire home/apt,6,1.0,2.0,134.0,4.62,0.646988862494755
within an hour,100%,f,37.977795,23.728117,Entire home/apt,2,1.0,0.0,75.0,4.68,0.646988862494755
within an hour,100%,f,37.977795,23.728117,Entire home/apt,2,1.0,0.0,102.0,4.65,0.646988862494755
within an hour,100%,f,37.977795,23.728117,Entire home/apt,2,1.0,0.0,84.0,4.79,0.646988862494755
within an hour,100%,f,37.977795,23.728117,Entire home/apt,2,1.0,0.0,113.0,4.61,0.646988862494755
within an hour,100%,f,37.977795,23.728117,Entire home/apt,2,1.0,1.0,93.0,4.6,0.646988862494755
within an hour,100%,f,37.977795,23.728117,Entire home/apt,2,1.0,0.0,96.0,4.66,0.646988862494755
within an hour,100%,f,37.977795,23.728117,Entire home/apt,2,1.0,0.0,86.0,4.68,0.646988862494755
within an hour,100%,f,37.9763,23.72981,Entire home/apt,2,1.0,1.0,84.0,4.78,0.454928479514957
within an hour,100%,f,38.00131,23.73217,Entire home/apt,5,2.0,2.0,50.0,4.8,2.8798960572702
,,f,37.98732,23.76129,Entire home/apt,5,1.0,2.0,60.0,3.67,2.6602994497180332
,,f,37.98629,23.76167,Entire home/apt,5,1.0,2.0,91.0,4.5,2.635242311466102
within an hour,89%,f,37.99555,23.72569,Entire home/apt,2,1.0,1.0,38.0,4.67,2.37107569029168
within an hour,100%,,37.96252,23.72439,Entire home/apt,4,1.5,1.0,69.0,4.7,1.7122927342784515
within an hour,100%,f,37.99543,23.77859,Entire home/apt,3,1.0,1.0,56.0,4.78,4.4240700762456635
within an hour,100%,f,37.99662,23.77862,Entire home/apt,3,1.0,1.0,50.0,4.44,4.494028230058042
within an hour,100%,t,37.99989,23.73532,Entire home/apt,2,1.0,0.0,32.0,4.85,2.7122940259632746
within an hour,100%,t,38.00481,23.73308,Entire home/apt,2,1.0,0.0,31.0,4.81,3.2630236448713195
within an hour,100%,t,37.97414016723633,23.748594284057617,Entire home/apt,4,1.0,2.0,70.0,4.92,1.2098295798391017
within an hour,100%,t,37.96888,23.7119,Entire home/apt,4,1.0,1.0,46.0,4.5,2.1462690470494583
within an hour,97%,f,37.98993,23.72857,Entire home/apt,4,1.0,2.0,68.0,4.16,1.6977460837711842
within an hour,100%,f,37.97218,23.7311,Entire home/apt,2,1.0,1.0,89.0,4.53,0.4972225405941071
,,t,37.96781591647181,23.728484250605103,Entire home/apt,2,1.0,1.0,71.0,4.86,1.0229013976919121
within an hour,100%,t,37.96438,23.72909,Entire home/apt,7,2.0,3.0,161.0,4.67,1.3372677525179297
within a day,50%,f,37.96269,23.72899,Entire home/apt,4,1.0,2.0,95.0,,1.5156947943141545
within an hour,100%,t,37.97073745727539,23.743894577026367,Entire home/apt,4,1.0,1.0,53.0,4.75,0.9497627224073757
within an hour,100%,t,37.98813,23.73638,Entire home/apt,2,1.0,1.0,50.0,4.94,1.4103695858008625
within an hour,100%,f,37.97496,23.73306,Entire home/apt,4,1.0,1.0,74.0,4.63,0.17209531462415956
within an hour,100%,t,37.96252,23.72439,Entire home/apt,6,2.0,2.0,153.0,4.9,1.7122927342784515
within an hour,100%,t,37.97143,23.75018,Entire home/apt,4,2.0,2.0,52.0,4.83,1.4137540646377726
within an hour,100%,t,37.99628,23.76271,Entire home/apt,2,1.0,1.0,55.0,4.6,3.3584585814121204
within an hour,100%,t,37.98205,23.72642,Entire home/apt,4,2.0,2.0,135.0,4.86,1.0406199377737284
within an hour,100%,t,37.97876,23.73986,Entire home/apt,2,1.0,0.0,99.0,5.0,0.5660439979209038
,,f,37.97982,23.74447,Entire home/apt,4,1.5,2.0,89.0,4.52,0.9666139334153364
within an hour,100%,f,37.97529,23.75191,Entire home/apt,3,1.0,1.0,90.0,4.79,1.491146572668009
within an hour,100%,f,37.97733,23.75204,Entire home/apt,2,1.0,1.0,80.0,4.79,1.5160558068315084
within an hour,87%,f,37.984929525966656,23.730569355819718,Entire home/apt,2,1.0,0.0,72.0,4.77,1.1151029656163178
within a day,100%,f,37.99895,23.77053,Private room,1,1.5,1.0,18.0,3.5,4.068101198569827
within an hour,100%,t,37.98262,23.71903,Entire home/apt,6,3.0,3.0,153.0,4.77,1.6005002506913673
within an hour,100%,t,37.96374,23.74104,Entire home/apt,4,1.0,2.0,62.0,4.74,1.414087232172655
within an hour,90%,f,37.98205,23.752,Entire home/apt,3,1.0,1.0,95.0,,1.6663767778021121
within an hour,100%,f,37.96689,23.73289,Entire home/apt,4,1.0,1.0,84.0,4.75,0.9734657947430494
within an hour,100%,t,38.00202,23.76339,Entire home/apt,8,2.0,2.0,70.0,4.81,3.8639021655626933
within an hour,100%,,37.97799,23.72402,Entire home/apt,7,1.5,2.0,150.0,4.58,0.9930185904625793
within an hour,100%,,37.96302,23.72888,Private room,2,1.0,1.0,42.0,4.56,1.484663136865624
within an hour,100%,,37.96302,23.72888,Private room,2,1.0,1.0,37.0,4.74,1.484663136865624
within an hour,100%,,37.96302,23.72888,Private room,2,1.0,1.0,35.0,4.64,1.484663136865624
within an hour,100%,,37.96302,23.72888,Entire home/apt,5,1.0,2.0,96.0,4.76,1.484663136865624
within an hour,100%,,37.96302,23.72888,Entire home/apt,2,1.0,1.0,68.0,4.76,1.484663136865624
within an hour,100%,,37.97979736328125,23.725181579589844,Entire home/apt,5,1.0,2.0,121.0,4.89,0.9766903594299676
within an hour,97%,f,37.97136,23.75064,Entire home/apt,2,1.0,1.0,42.0,5.0,1.4544561973806116
within an hour,100%,t,38.0042,23.72655,Entire home/apt,2,1.0,1.0,92.0,4.51,3.2741136725512097
within an hour,100%,t,37.98296,23.71727,Entire home/apt,6,1.0,2.0,126.0,4.9,1.753801946128594
within an hour,100%,f,38.00026,23.72934,Entire home/apt,4,1.0,1.0,54.0,4.82,2.7959722369110125
within an hour,100%,t,37.98417,23.71909,Entire home/apt,6,1.0,2.0,182.0,4.8,1.6880665375873516
within an hour,100%,t,37.97912,23.71405,Entire home/apt,2,1.0,1.0,112.0,4.91,1.871305634858263
within an hour,100%,t,37.96678,23.72927,Entire home/apt,2,1.0,1.0,211.0,4.95,1.0879866825238305
within an hour,99%,f,38.01421,23.72679,Private room,1,1.0,1.0,39.0,4.88,4.362628809189334
within an hour,100%,f,37.9745,23.71696,Entire home/apt,2,1.0,0.0,53.0,4.82,1.5764152689832753
within an hour,100%,f,37.97032,23.72924,Entire home/apt,2,1.0,1.0,113.0,4.36,0.7602021647278817
within an hour,100%,f,37.96662,23.72471,Entire home/apt,2,1.0,1.0,62.0,4.66,1.331479486437991
,,f,37.98186,23.70872,Entire home/apt,4,1.5,1.0,38.0,4.77,2.401138397916023
within an hour,100%,t,37.98235,23.71879,Entire home/apt,6,1.0,2.0,153.0,5.0,1.6043482765754977
within an hour,100%,t,37.99647,23.71203,Entire home/apt,2,1.0,1.0,37.0,4.98,3.074797128617249
,,f,37.970989,23.711197,Entire home/apt,6,1.0,2.0,177.0,4.93,2.1373722046878094
within an hour,100%,t,37.96685,23.73146,Entire home/apt,5,2.0,2.0,103.0,4.77,1.0079958359199659
within an hour,100%,f,37.9646774,23.7290754,Entire home/apt,3,1.0,1.0,87.0,5.0,1.3072502007929305
within an hour,100%,f,37.957676,23.74708,Entire home/apt,2,1.0,1.0,65.0,4.95,2.251250937525212
within an hour,100%,t,37.97812,23.74272,Entire home/apt,4,2.0,2.0,191.0,4.96,0.7447708486140323
within an hour,100%,t,37.963764,23.719246,Entire home/apt,4,1.0,2.0,86.0,4.66,1.89366221502925
within an hour,90%,f,37.97945,23.72548,Entire home/apt,2,1.0,0.0,95.0,4.57,0.9352160007378493
within an hour,100%,,37.95695,23.72526,Entire home/apt,4,1.0,1.0,67.0,4.89,2.229066700193719
within an hour,100%,f,37.991688,23.761095,Entire home/apt,5,2.0,2.0,60.0,4.75,2.917318644428266
,,t,37.96965,23.73012,Private room,3,1.0,1.0,175.0,,0.7737527116881142
,,t,37.9748,23.71959,Private room,2,1.0,1.0,159.0,,1.344214928480864
,,f,37.97854,23.72455,Entire home/apt,4,1.0,1.0,149.0,,0.968112439863648
,,f,37.97823,23.72635,Entire home/apt,4,1.0,1.0,176.0,5.0,0.8085586742093545
,,f,37.9779,23.72537,Entire home/apt,4,1.0,1.0,149.0,5.0,0.8769048268170192
within an hour,100%,f,37.96004,23.7256,Entire home/apt,3,1.0,2.0,78.0,5.0,1.9025894282623865
within an hour,100%,t,37.98113,23.7469,Entire home/apt,2,1.0,0.0,54.0,4.9,1.223993795942741
within an hour,100%,t,37.98846,23.7239,Entire home/apt,4,1.0,1.0,39.0,4.9,1.733838059499518
within an hour,100%,t,37.98924,23.739,Entire home/apt,2,1.0,1.0,37.0,4.96,1.569507515105106
within an hour,100%,t,37.96701,23.72718,Entire home/apt,3,1.0,0.0,101.0,4.9,1.1615340677478945
within an hour,100%,f,37.969345,23.729937,Entire home/apt,5,1.0,2.0,169.0,4.82,0.8109659164706409
within a day,100%,f,37.9881,23.73281,Entire home/apt,3,1.0,1.0,80.0,4.25,1.4129798203082815
within an hour,100%,t,37.96503448486328,23.73883056640625,Entire home/apt,4,1.0,2.0,168.0,4.93,1.2136468035958035
,,f,37.97874,23.73054,Entire home/apt,4,1.0,1.0,107.0,4.67,0.5252025387648372
within an hour,99%,f,37.98885,23.76309,Entire home/apt,2,1.0,1.0,48.0,4.57,2.882341494450643
within an hour,99%,f,37.98742,23.76481,Entire home/apt,2,1.0,1.0,33.0,5.0,2.9374912313846195
within an hour,100%,,37.98124,23.74496,Entire home/apt,2,1.0,0.0,63.0,4.87,1.0885077528028169
within an hour,100%,f,37.99669,23.72564,Entire home/apt,4,1.5,1.0,49.0,3.92,2.4920621394142985
within an hour,100%,t,37.99684,23.73483,Entire home/apt,2,1.0,1.0,73.0,5.0,2.372907664791964
within an hour,100%,,37.96124,23.72325,Entire home/apt,7,1.5,4.0,130.0,4.89,1.886053004220209
within an hour,100%,t,37.98528,23.7387,Entire home/apt,3,1.0,1.0,72.0,4.81,1.1373445816483077
within an hour,100%,,37.97823,23.72366,Entire home/apt,6,1.5,2.0,152.0,4.63,1.030898164080736
,,f,37.97784,23.72855,Entire home/apt,4,1.5,1.0,191.0,,0.6143982796158582
,,f,37.977898,23.728519,Entire home/apt,2,1.0,0.0,154.0,5.0,0.6196085854809126
,,f,37.97784,23.72855,Entire home/apt,2,1.5,0.0,155.0,5.0,0.6143982796158582
,,f,37.98734,23.74926,Entire home/apt,4,1.0,2.0,55.0,5.0,1.8213531682946493
within an hour,100%,f,37.97709,23.73012,Entire home/apt,2,1.5,1.0,89.0,4.73,0.4547483090302203
within an hour,100%,t,37.9846,23.71722,Entire home/apt,6,1.0,2.0,153.0,5.0,1.8507093998167738
within an hour,100%,t,37.966568,23.727221,Entire home/apt,4,1.0,1.0,87.0,4.84,1.1998018913511717
within an hour,100%,t,37.99320983886719,23.768253326416016,Entire home/apt,4,1.0,1.0,55.0,4.91,3.524576848384141
,,t,38.01371765136719,23.727293014526367,Entire home/apt,2,1.0,1.0,68.0,4.95,4.301572290584137
within an hour,96%,t,37.971588,23.729853,Entire home/apt,3,1.0,2.0,203.0,4.99,0.6204278545529184
